record	pos	dA	dC	dG	dT	max_abs	argmax
chr1:100000-100200(+)	57	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	58	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	59	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	60	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	61	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	62	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	63	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	64	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	65	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	66	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	67	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	68	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	69	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	70	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	71	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	72	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	73	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	74	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	75	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	76	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	77	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	78	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	79	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	80	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	81	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	82	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	83	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	84	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	85	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	86	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	87	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	88	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	89	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	90	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	91	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	92	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	93	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	94	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	95	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	96	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	97	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	98	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	99	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	100	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	101	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	102	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	103	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	104	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	105	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	106	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	107	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	108	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	109	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	110	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	111	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	112	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	113	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	114	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	115	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	116	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	117	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	118	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	119	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	120	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	121	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	122	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	123	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	124	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	125	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	126	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	127	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	128	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	129	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	130	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	131	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	132	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	133	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	134	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	135	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	136	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	137	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	138	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	139	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	140	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	141	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	142	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	143	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	144	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	145	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	146	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	147	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	148	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	149	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	150	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	151	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	152	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	153	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	154	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	155	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	156	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	157	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	158	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	159	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	160	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	161	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	162	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	163	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	164	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	165	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	166	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	167	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	168	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	169	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	170	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	171	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	172	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	173	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	174	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	175	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	176	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	177	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	178	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	179	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	180	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	181	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	182	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	183	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	184	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	185	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	186	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	187	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	188	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	189	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	190	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	191	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	192	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	193	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	194	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	195	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	196	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	197	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	198	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	199	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	200	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	201	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	202	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	203	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	204	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	205	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	206	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	207	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	208	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	209	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	210	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	211	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	212	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	213	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	214	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	215	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	216	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	217	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	218	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	219	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	220	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	221	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	222	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	223	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	224	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	225	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	226	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	227	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	228	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	229	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	230	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	231	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	232	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	233	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	234	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	235	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	236	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	237	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	238	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	239	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	240	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	241	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	242	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	243	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	244	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	245	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	246	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	247	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	248	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	249	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	250	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	251	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	252	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	253	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	254	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	255	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	256	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	257	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	258	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	259	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	260	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	261	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	262	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	263	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	264	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	265	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	266	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	267	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	268	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	269	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	270	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	271	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	272	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	273	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	274	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	275	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	276	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	277	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	278	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	279	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	280	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	281	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	282	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	283	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	284	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	285	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	286	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	287	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	288	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	289	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	290	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	291	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	292	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	293	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	294	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	295	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	296	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	297	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	298	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	299	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	300	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	301	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	302	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	303	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	304	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	305	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	306	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	307	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	308	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	309	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	310	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	311	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	312	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	313	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	314	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	315	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	316	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	317	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	318	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	319	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	320	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	321	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	322	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	323	0.000000	0.000012	-0.000004	0.000046	0.000046	T
